ProteinId	q-value
HPRR140662	0.005952380952380952
HPRR540010	0.005952380952380952
HPRR1460001	0.005952380952380952
HPRR2700128	0.005952380952380952
HPRR231837	0.005952380952380952
HPRR2110498	0.005952380952380952
HPRR1950268	0.005952380952380952
HPRR1450358	0.005952380952380952
HPRR1010001	0.005952380952380952
HPRR2090043	0.005952380952380952
HPRR1951645	0.005952380952380952
HPRR2510306	0.005952380952380952
HPRR2500716	0.005952380952380952
HPRR650016	0.005952380952380952
HPRR340034	0.005952380952380952
HPRR4030046	0.005952380952380952
HPRR2760182	0.005952380952380952
HPRR280003	0.005952380952380952
HPRR2050324	0.005952380952380952
HPRR500083	0.005952380952380952
HPRR2540609	0.005952380952380952
HPRR2700179	0.005952380952380952
HPRR2110489	0.005952380952380952
HPRR2310052	0.005952380952380952
HPRR680239	0.005952380952380952
HPRR650006	0.005952380952380952
HPRR2210116	0.005952380952380952
HPRR640048	0.005952380952380952
HPRR1410031	0.005952380952380952
HPRR1450319	0.005952380952380952
HPRR370244	0.005952380952380952
HPRR232384	0.005952380952380952
HPRR1951792	0.005952380952380952
HPRR1951347	0.005952380952380952
HPRR1450059	0.005952380952380952
HPRR2150393	0.005952380952380952
HPRR2110056	0.005952380952380952
HPRR3450022	0.005952380952380952
HPRR1950515	0.005952380952380952
HPRR1950679	0.005952380952380952
HPRR1840184	0.005952380952380952
HPRR2551184	0.005952380952380952
HPRR1951371	0.005952380952380952
HPRR540013	0.005952380952380952
HPRR1950385	0.005952380952380952
HPRR330224	0.005952380952380952
HPRR1951431	0.005952380952380952
HPRR1951262	0.005952380952380952
HPRR1850008	0.005952380952380952
HPRR2501480	0.005952380952380952
HPRR2620054	0.005952380952380952
HPRR2760304	0.005952380952380952
HPRR2551185	0.005952380952380952
HPRR2180104	0.005952380952380952
HPRR1950528	0.005952380952380952
HPRR2551790	0.005952380952380952
HPRR1952500	0.005952380952380952
HPRR2250386	0.005952380952380952
HPRR2200011	0.005952380952380952
HPRR670080	0.005952380952380952
HPRR2640146	0.005952380952380952
HPRR590037	0.005952380952380952
HPRR1710003	0.005952380952380952
HPRR1900002	0.005952380952380952
HPRR2210165	0.005952380952380952
HPRR1450073	0.005952380952380952
HPRR2760146	0.005952380952380952
HPRR2551249	0.005952380952380952
HPRR330275	0.005952380952380952
HPRR1450215	0.005952380952380952
HPRR2320218	0.005952380952380952
HPRR2760180	0.005952380952380952
HPRR2320042	0.005952380952380952
HPRR231756	0.005952380952380952
HPRR2550633	0.005952380952380952
HPRR2650003	0.005952380952380952
HPRR2010050	0.005952380952380952
HPRR233074	0.005952380952380952
HPRR2050032	0.005952380952380952
HPRR2310049	0.005952380952380952
HPRR1450141	0.005952380952380952
HPRR2210058	0.005952380952380952
HPRR3720166	0.005952380952380952
HPRR2510213	0.005952380952380952
HPRR2551632	0.005952380952380952
HPRR670317	0.005952380952380952
HPRR2050313	0.005952380952380952
HPRR3020476	0.005952380952380952
HPRR1951583	0.005952380952380952
HPRR280111	0.005952380952380952
HPRR2440154	0.005952380952380952
HPRR2110192	0.005952380952380952
HPRR2500088	0.005952380952380952
HPRR1370013	0.005952380952380952
HPRR340039	0.005952380952380952
HPRR3910060	0.005952380952380952
HPRR2890041	0.005952380952380952
HPRR2540567	0.005952380952380952
HPRR2500368	0.005952380952380952
HPRR1320009,HPRR4320595	0.005952380952380952
HPRR280079	0.005952380952380952
HPRR2620016	0.005952380952380952
HPRR3090113	0.005952380952380952
HPRR2050226	0.005952380952380952
HPRR1950229	0.005952380952380952
HPRR2390049	0.005952380952380952
HPRR1950075	0.005952380952380952
HPRR2320220	0.005952380952380952
HPRR2640051	0.005952380952380952
HPRR2150237	0.005952380952380952
HPRR2050028	0.005952380952380952
HPRR2440405	0.005952380952380952
HPRR2550362	0.005952380952380952
HPRR3420055	0.005952380952380952
HPRR2330125	0.005952380952380952
HPRR2390055	0.005952380952380952
HPRR280081	0.005952380952380952
HPRR2360054	0.005952380952380952
HPRR2470377	0.005952380952380952
HPRR230897	0.005952380952380952
HPRR1952061	0.005952380952380952
HPRR2280170	0.005952380952380952
HPRR2260008	0.005952380952380952
HPRR1951798	0.005952380952380952
HPRR3000481	0.005952380952380952
HPRR2551324	0.005952380952380952
HPRR140746	0.005952380952380952
HPRR1951865	0.005952380952380952
HPRR1951747	0.005952380952380952
HPRR2700178	0.005952380952380952
HPRR1450363	0.005952380952380952
HPRR2390061	0.005952380952380952
HPRR390019	0.005952380952380952
HPRR300183	0.005952380952380952
HPRR2810254	0.005952380952380952
HPRR1450675	0.005952380952380952
HPRR2552126	0.005952380952380952
HPRR2551682	0.005952380952380952
HPRR1410063	0.005952380952380952
HPRR1370116	0.005952380952380952
HPRR360208	0.005952380952380952
HPRR2441086	0.005952380952380952
HPRR2110442	0.005952380952380952
HPRR1440139	0.005952380952380952
HPRR340181	0.005952380952380952
HPRR2930357	0.005952380952380952
HPRR3140345	0.005952380952380952
HPRR1951263	0.005952380952380952
HPRR1310038	0.005952380952380952
HPRR2110077	0.005952380952380952
HPRR2810004	0.005952380952380952
HPRR231541	0.005952380952380952
HPRR2550573	0.005952380952380952
HPRR2580010	0.005952380952380952
HPRR2500196	0.005952380952380952
